Method,dataset,seed,Train size,Number of features for test,kBET,ASW (true labels),ASW (predicted labels),ARI,NMI
scGPT,scmul,44,4560,2000,0.9237588652482269,0.47081214,0.5017176,0.29111565021540653,0.31094171855396685
scGPT,scmul,45,4560,400,0.9698581560283688,0.47305572,0.50862324,0.2899121788889884,0.3068514339499661
scGPT,scmul,45,4560,800,0.9539007092198581,0.46725312,0.5046476,0.29188801215119586,0.312394942745262
scGPT,scmul,45,4560,1200,0.9361702127659575,0.4750324,0.50479347,0.29395929282634925,0.3140105381349875
scGPT,scmul,45,4560,1600,0.9308510638297872,0.47204977,0.50432926,0.29179628583019074,0.31006351596882165
scGPT,scmul,45,4560,2000,0.9680851063829787,0.47253042,0.50591546,0.290671949607605,0.30894142189519336
scGPT,scmul,46,4560,400,0.9184397163120568,0.47569263,0.5077508,0.2890165910126854,0.31281225335165036
scGPT,scmul,46,4560,800,0.9432624113475178,0.47145736,0.5061603,0.28958683553145603,0.3114711154243223
scGPT,scmul,46,4560,1200,0.9219858156028369,0.4675196,0.5056087,0.28965001503363186,0.3087308870807199
scGPT,scmul,46,4560,1600,0.9663120567375887,0.46243674,0.5092956,0.28948421072263497,0.30532378617183054
scGPT,scmul,46,4560,2000,0.9663120567375887,0.45999128,0.5046607,0.29051172400620395,0.3097211032269407
scGPT,scmul,42,2280,400,0.9343971631205674,0.4765051,0.50243485,0.2891300983534119,0.31084013624329343
scGPT,scmul,42,2280,800,0.9450354609929078,0.47734362,0.5019364,0.28979574496694155,0.3176316130387039
scGPT,scmul,42,2280,1200,0.9397163120567376,0.4791486,0.50235945,0.2892531032613466,0.3125338750497831
scGPT,scmul,42,2280,1600,0.9804964539007093,0.4711597,0.5019911,0.2908360131943563,0.31516265170598995
scGPT,scmul,42,2280,2000,0.9343971631205674,0.47809845,0.50221777,0.2901801620892248,0.3172611099974997
scGPT,scmul,43,2280,400,0.8670212765957447,0.48072338,0.504136,0.28961642990735054,0.30927724039163373
scGPT,scmul,43,2280,800,0.9663120567375887,0.48031357,0.5028522,0.28941464297981123,0.3107227555544816
scGPT,scmul,43,2280,1200,0.9308510638297872,0.47400644,0.50041,0.28948098492136815,0.3115252630152714
scGPT,scmul,43,2280,1600,0.9468085106382979,0.47934946,0.5029697,0.2908518368762093,0.31883862830939463
scGPT,scmul,43,2280,2000,0.9574468085106383,0.4750834,0.5025065,0.2902651558076377,0.32054986616349773
scGPT,scmul,44,2280,400,0.9379432624113475,0.47354892,0.5036161,0.2891571156242305,0.31388748800200966
scGPT,scmul,44,2280,800,0.9237588652482269,0.47902003,0.50215423,0.2888818025999307,0.31524233046196404
scGPT,scmul,44,2280,1200,0.8971631205673759,0.47514713,0.5032725,0.2907839942627248,0.31600735798093704
scGPT,scmul,44,2280,1600,0.9485815602836879,0.4716795,0.5031463,0.28950675086226535,0.314154005890878
scGPT,scmul,44,2280,2000,0.9379432624113475,0.47521013,0.50232005,0.2909062413822882,0.3131217851096059
scGPT,scmul,45,2280,400,0.9663120567375887,0.47479853,0.5044699,0.2921024000352408,0.31476527476107835
scGPT,scmul,45,2280,800,0.9521276595744681,0.47329873,0.5019757,0.2906026287383203,0.3151733280366939
scGPT,scmul,45,2280,1200,0.8546099290780141,0.46804345,0.5016949,0.2897535052850917,0.3167919509022604
scGPT,scmul,45,2280,1600,0.9379432624113475,0.4727024,0.5021601,0.2912021953472547,0.3129381019444706
scGPT,scmul,45,2280,2000,0.9804964539007093,0.47681138,0.50331634,0.28930204432807,0.31152142676135797
scGPT,scmul,46,2280,400,0.9680851063829787,0.47894862,0.5035815,0.2891588659412011,0.31097087567791043
scGPT,scmul,46,2280,800,0.9716312056737588,0.4808532,0.5014993,0.2907189883401779,0.31473307669440365
scGPT,scmul,46,2280,1200,0.9609929078014184,0.480288,0.50298774,0.2910122350056042,0.31566620380710275
scGPT,scmul,46,2280,1600,0.9450354609929078,0.47717184,0.5030318,0.288925033160945,0.3110757152673402
scGPT,scmul,46,2280,2000,0.9379432624113475,0.475443,0.50162894,0.28990213556122435,0.3113637019659428
scGPT,scmul,42,1136,400,0.925531914893617,0.4780141,0.5039334,0.29127445592690526,0.3172582121112426
scGPT,scmul,42,1136,800,0.9627659574468085,0.4745255,0.5042192,0.2895141359197325,0.3105521760977209
scGPT,scmul,42,1136,1200,0.9343971631205674,0.47506118,0.5024455,0.289453678952189,0.3143557950021706
scGPT,scmul,42,1136,1600,0.9273049645390071,0.47407195,0.5028411,0.2891412036669017,0.3114972010070195
scGPT,scmul,42,1136,2000,0.9822695035460993,0.47487468,0.50295246,0.2916849324441104,0.316741195932599
scGPT,scmul,43,1136,400,0.950354609929078,0.4747715,0.50405747,0.29098144869712467,0.3129553441325318
scGPT,scmul,43,1136,800,0.9273049645390071,0.47233865,0.5014588,0.2905820238701086,0.3151283955630522
scGPT,scmul,43,1136,1200,0.9432624113475178,0.47367525,0.50243014,0.29011285188793084,0.314059671373571
scGPT,scmul,43,1136,1600,0.9450354609929078,0.46850735,0.50368476,0.2912699055260488,0.3162247534404918
scGPT,scmul,43,1136,2000,0.9414893617021277,0.47466213,0.5018624,0.2888614115054813,0.3143452896530996
scGPT,scmul,44,1136,400,0.9414893617021277,0.47424057,0.5035553,0.2896433913429255,0.3149232611107905
scGPT,scmul,44,1136,800,0.9432624113475178,0.47352582,0.50379664,0.2917960389900476,0.31665598748812346
scGPT,scmul,44,1136,1200,0.9343971631205674,0.47305888,0.50360596,0.28882915915262203,0.31441544472510446
scGPT,scmul,44,1136,1600,0.9113475177304965,0.4713756,0.5025635,0.29014208270217684,0.31382842118224435
scGPT,scmul,44,1136,2000,0.9202127659574468,0.47449076,0.50336254,0.29045847335972497,0.3109111112386272
scGPT,scmul,45,1136,400,0.9574468085106383,0.47674674,0.50330544,0.2905400389302706,0.31391200152693965
scGPT,scmul,45,1136,800,0.9521276595744681,0.47732913,0.5021164,0.2908895126468511,0.31548497406101583
scGPT,scmul,45,1136,1200,0.9485815602836879,0.47826853,0.5013647,0.2917470964608135,0.3175055295635462
scGPT,scmul,45,1136,1600,0.9627659574468085,0.4768388,0.5026089,0.289956310122105,0.3151309362147712
scGPT,scmul,45,1136,2000,0.9326241134751773,0.47483194,0.5013627,0.2901640363731633,0.3120075474617918
scGPT,scmul,46,1136,400,0.9556737588652482,0.47647712,0.50293744,0.2905364574685582,0.3169510224311242
scGPT,scmul,46,1136,800,0.9361702127659575,0.4745027,0.5024805,0.28969511529721664,0.315124014945209
scGPT,scmul,46,1136,1200,0.9450354609929078,0.4699229,0.5048531,0.288544966613394,0.31067546399071033
scGPT,scmul,46,1136,1600,0.9521276595744681,0.4732701,0.50408167,0.2895613313551992,0.31097427879366224
scGPT,scmul,46,1136,2000,0.9609929078014184,0.4774646,0.50229204,0.29067115892679296,0.32139227917542373
scGPT,scmul,42,572,400,0.9273049645390071,0.4683868,0.5018641,0.2895273206277863,0.3133181924611573
scGPT,scmul,42,572,800,0.9592198581560284,0.47315836,0.5037554,0.289680004829404,0.31480698795847095
scGPT,scmul,42,572,1200,0.9521276595744681,0.47098655,0.5030762,0.2906879893571941,0.3171704612367059
scGPT,scmul,42,572,1600,0.973404255319149,0.47408706,0.50251645,0.2896695075969886,0.3134598827588067
scGPT,scmul,42,572,2000,0.9521276595744681,0.47544634,0.50209963,0.29083158248985286,0.3167926475949164
scGPT,scmul,43,572,400,0.9237588652482269,0.4807038,0.5037273,0.29105137401323583,0.31743795754083964
scGPT,scmul,43,572,800,0.9432624113475178,0.47246453,0.50296634,0.29063601069737643,0.3188052493656755
scGPT,scmul,43,572,1200,0.9556737588652482,0.46820182,0.5025306,0.2898724846523615,0.3137609762423259
scGPT,scmul,43,572,1600,0.9574468085106383,0.47283983,0.50239885,0.28995155604317857,0.31513597772809593
scGPT,scmul,43,572,2000,0.9822695035460993,0.47536486,0.5015858,0.29142527970813475,0.31725898332299074
scGPT,scmul,44,572,400,0.9609929078014184,0.47689667,0.5029699,0.2916917761080971,0.31583121138847753
scGPT,scmul,44,572,800,0.9663120567375887,0.48223892,0.50216556,0.2885547190752242,0.31310239610165386
scGPT,scmul,44,572,1200,0.9273049645390071,0.47425762,0.5030077,0.29044606960683295,0.31846547133248215
scGPT,scmul,44,572,1600,0.9078014184397163,0.4818809,0.5018928,0.2903476598159641,0.31441440601095993
scGPT,scmul,44,572,2000,0.9308510638297872,0.47830686,0.50393593,0.2901905495112863,0.31560948165599567
scGPT,scmul,45,572,400,0.9663120567375887,0.4699028,0.503269,0.2892481776366973,0.3109376237313621
scGPT,scmul,45,572,800,0.9663120567375887,0.48017064,0.5039536,0.29058209784243766,0.31356557096332494
scGPT,scmul,45,572,1200,0.9273049645390071,0.47715837,0.501491,0.2914439029949296,0.3136061984989463
scGPT,scmul,45,572,1600,0.9273049645390071,0.4752723,0.50291,0.28958468782161734,0.31199576674246826
scGPT,scmul,45,572,2000,0.9450354609929078,0.47103107,0.5035488,0.28975162963184614,0.3148812145657698
scGPT,scmul,46,572,400,0.9361702127659575,0.4728127,0.50338185,0.2898502579133479,0.31384856512260806
scGPT,scmul,46,572,800,0.9609929078014184,0.4740915,0.50282085,0.28875954444640883,0.312067215787749
scGPT,scmul,46,572,1200,0.9521276595744681,0.4726504,0.5021494,0.29098852585186624,0.3151561696723782
scGPT,scmul,46,572,1600,0.9521276595744681,0.4774512,0.50369024,0.2891754613540966,0.3182584087810084
scGPT,scmul,46,572,2000,0.9414893617021277,0.48183915,0.5045901,0.2896580120778551,0.31082084024481815
