Method,Capability,fname,metric,sample_mean,feature_mean,seed,seed_num,task,split,path
DeepTAN,Feature Reconstruction,preds+seed_42+focus_label_on_focus_recon+trn.pkl,mse,0.21774324188124963,0.2177432418812506,seed_42,42,focus_label_on_focus_recon,trn,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_label_on_focus_recon+trn.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_label_on_focus_recon+trn.pkl,mae,0.34269107334518323,0.34269107334518095,seed_42,42,focus_label_on_focus_recon,trn,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_label_on_focus_recon+trn.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_label_on_focus_recon+trn.pkl,jsd,0.023623820243202188,0.030796951887715772,seed_42,42,focus_label_on_focus_recon,trn,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_label_on_focus_recon+trn.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_label_on_focus_recon+trn.pkl,pcc,0.025676353942873525,0.003857509874009118,seed_42,42,focus_label_on_focus_recon,trn,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_label_on_focus_recon+trn.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_label_on_focus_recon+trn.pkl,spearman,0.020740835864458986,0.008607372006664914,seed_42,42,focus_label_on_focus_recon,trn,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_label_on_focus_recon+trn.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_label+trn.pkl,mse,0.11855674523685508,0.11855674523685601,seed_42,42,focus_label,trn,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_label+trn.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_label+trn.pkl,mae,0.2923056730121903,0.292305673012188,seed_42,42,focus_label,trn,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_label+trn.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_label+trn.pkl,jsd,0.024312938148005708,0.01409416219740234,seed_42,42,focus_label,trn,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_label+trn.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_label+trn.pkl,pcc,-0.00932846240835855,-0.007941342001878036,seed_42,42,focus_label,trn,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_label+trn.pkl
DeepTAN,Feature Reconstruction,preds+seed_42+focus_label+trn.pkl,spearman,-0.008677006902222496,-0.010626172162392613,seed_42,42,focus_label,trn,/mnt/hdd2/homext/wuch/xn2p/run/predict/sc_rna_annotated_minmi0.0_top2000/preds+seed_42+focus_label+trn.pkl
