method,dataset,seed,train_size,n_feat,kbet,asw_true_label,asw_pred_label,ari,nmi,ami,ari_leiden,nmi_leiden,ami_leiden
scGPT,snrna,45,5439,800,0.9587628865979382,0.49483982,0.50496095,-0.0034466705991871988,0.01820091657246516,0.0034348477454893794,-0.0034466705991871988,0.01820091657246516,0.0034348477454893794
scGPT,snrna,45,5439,1200,0.9513991163475699,0.4962359,0.50423694,-0.0015445134017256482,0.011827113925847553,-0.0030114099290878926,-0.0015445134017256482,0.011827113925847553,-0.0030114099290878926
scGPT,snrna,45,5439,1600,0.9543446244477173,0.4971907,0.502595,-0.0009764672414880726,0.013398269831531228,-0.001452889904414914,-0.0009764672414880726,0.013398269831531228,-0.001452889904414914
scGPT,snrna,45,5439,2000,0.9631811487481591,0.49552006,0.5022636,-0.0003001426945546002,0.009851070140709068,-0.006012402858252502,-0.0003001426945546002,0.009851070140709068,-0.006012402858252502
scGPT,snrna,46,5439,400,0.9293078055964654,0.48401514,0.5052821,0.0032824325048909204,0.011520127975085837,-0.0005602696901780935,0.0032824325048909204,0.011520127975085837,-0.0005602696901780935
scGPT,snrna,46,5439,800,0.9646539027982327,0.4946048,0.502625,0.0005062021738435502,0.012244558300230544,-0.0017389041349240011,0.0005062021738435502,0.012244558300230544,-0.0017389041349240011
scGPT,snrna,46,5439,1200,0.9543446244477173,0.4911981,0.5023399,0.002091960005601233,0.016631517523446774,0.001443803008152111,0.002091960005601233,0.016631517523446774,0.001443803008152111
scGPT,snrna,46,5439,1600,0.96759941089838,0.49589914,0.5025978,-0.003237698658757002,0.012537144189500655,-0.0014963509077287316,-0.003237698658757002,0.012537144189500655,-0.0014963509077287316
scGPT,snrna,46,5439,2000,0.9690721649484536,0.49019524,0.50373846,-0.0022191741199604903,0.012434236371977126,-0.000658514968805416,-0.0022191741199604903,0.012434236371977126,-0.000658514968805416
scGPT,snrna,42,2720,400,0.9499263622974963,0.49279395,0.5041556,0.0008365054851549525,0.014045006608627534,0.0010584794207159794,0.0008365054851549525,0.014045006608627534,0.0010584794207159794
scGPT,snrna,42,2720,800,0.9572901325478645,0.49396253,0.5031416,0.0027966325957474837,0.014679973914260644,-0.0009562097063778496,0.0027966325957474837,0.014679973914260644,-0.0009562097063778496
scGPT,snrna,42,2720,1200,0.9499263622974963,0.4936168,0.5028576,0.00010155491024055324,0.013851668857145127,-0.0009243743137153087,0.00010155491024055324,0.013851668857145127,-0.0009243743137153087
scGPT,snrna,42,2720,1600,0.9425625920471281,0.49183252,0.50177425,-0.0029847739721568633,0.017626624357355004,0.0019506980944424158,-0.0029847739721568633,0.017626624357355004,0.0019506980944424158
scGPT,snrna,42,2720,2000,0.9558173784977909,0.49901524,0.50108624,-0.0013487971670382982,0.01819703088388036,0.0031878238818515083,-0.0013487971670382982,0.01819703088388036,0.0031878238818515083
scGPT,snrna,43,2720,400,0.9646539027982327,0.48574656,0.501575,-0.0027357649528416067,0.009466506213626338,-0.004598514097473706,-0.0027357649528416067,0.009466506213626338,-0.004598514097473706
scGPT,snrna,43,2720,800,0.9602356406480118,0.49465558,0.5025252,0.0012103445175298377,0.014184962672259386,-0.0007731190176671279,0.0012103445175298377,0.014184962672259386,-0.0007731190176671279
scGPT,snrna,43,2720,1200,0.9558173784977909,0.49324414,0.5034111,-0.0022506597454730708,0.013684508553265383,-0.0003375392729078426,-0.0022506597454730708,0.013684508553265383,-0.0003375392729078426
scGPT,snrna,43,2720,1600,0.9631811487481591,0.49324992,0.5023694,-0.0016519078257273578,0.013005967143974048,-0.0019943777103487038,-0.0016519078257273578,0.013005967143974048,-0.0019943777103487038
scGPT,snrna,43,2720,2000,0.9720176730486009,0.4937006,0.5016253,0.0053450254148306045,0.013205931599787335,-0.0008099282212696831,0.0053450254148306045,0.013205931599787335,-0.0008099282212696831
scGPT,snrna,44,2720,400,0.9631811487481591,0.49292067,0.50232863,0.000020759392500565038,0.008370789554013467,-0.006563742058470387,0.000020759392500565038,0.008370789554013467,-0.006563742058470387
scGPT,snrna,44,2720,800,0.9631811487481591,0.4952904,0.5023455,-0.0014681177713207706,0.011460323746360438,-0.0017054577830965777,-0.0014681177713207706,0.011460323746360438,-0.0017054577830965777
scGPT,snrna,44,2720,1200,0.9543446244477173,0.4949944,0.50201374,0.0029877092628647624,0.01396364415582605,0.0008581297756217191,0.0029877092628647624,0.01396364415582605,0.0008581297756217191
scGPT,snrna,44,2720,1600,0.9587628865979382,0.49225157,0.50170106,-0.0037122095071909344,0.010975211489935662,-0.0021606612288450396,-0.0037122095071909344,0.010975211489935662,-0.0021606612288450396
scGPT,snrna,44,2720,2000,0.9558173784977909,0.4933696,0.5022703,-0.0002442556426374544,0.012845979168290231,-0.0019327615766789085,-0.0002442556426374544,0.012845979168290231,-0.0019327615766789085
scGPT,snrna,45,2720,400,0.9513991163475699,0.4955851,0.5030703,-0.004039080717948272,0.015468925977915804,-0.00042337465473272573,-0.004039080717948272,0.015468925977915804,-0.00042337465473272573
scGPT,snrna,45,2720,800,0.9720176730486009,0.494584,0.50294745,0.00007132220764249289,0.011529513409809938,-0.0015387996683964749,0.00007132220764249289,0.011529513409809938,-0.0015387996683964749
scGPT,snrna,45,2720,1200,0.9543446244477173,0.4976797,0.5009751,-0.0006271879918179227,0.014360757926499032,-0.00040074176304464584,-0.0006271879918179227,0.014360757926499032,-0.00040074176304464584
scGPT,snrna,45,2720,1600,0.9617083946980854,0.4949869,0.50387883,0.0046012839904822555,0.012770916180728288,-0.00028250146204675697,0.0046012839904822555,0.012770916180728288,-0.00028250146204675697
scGPT,snrna,45,2720,2000,0.9646539027982327,0.4938472,0.5022788,0.0004029855372557683,0.011187646758954858,-0.0018325777697832605,0.0004029855372557683,0.011187646758954858,-0.0018325777697832605
scGPT,snrna,46,2720,400,0.9646539027982327,0.49517763,0.5011279,0.0003884420030938572,0.009371142959720042,-0.004830837297721073,0.0003884420030938572,0.009371142959720042,-0.004830837297721073
scGPT,snrna,46,2720,800,0.9602356406480118,0.49586034,0.5017914,0.00035215197961446613,0.01385246229161471,-0.000026788839318727338,0.00035215197961446613,0.01385246229161471,-0.000026788839318727338
scGPT,snrna,46,2720,1200,0.9690721649484536,0.49462155,0.5002429,0.0016690206674345625,0.018617214310569147,0.002788059175158727,0.0016690206674345625,0.018617214310569147,0.002788059175158727
scGPT,snrna,46,2720,1600,0.96759941089838,0.49499783,0.50191146,0.00028780672732792894,0.013820698046160224,-0.0009941662521968373,0.00028780672732792894,0.013820698046160224,-0.0009941662521968373
scGPT,snrna,46,2720,2000,0.96759941089838,0.49023038,0.50208914,0.002226378166814836,0.01563514859504163,-9.780159779649088e-7,0.002226378166814836,0.01563514859504163,-9.780159779649088e-7
scGPT,snrna,42,1359,400,0.9440353460972017,0.49565637,0.5035182,3.7546937281884787e-6,0.014762288234463588,0.0008183579172458246,3.7546937281884787e-6,0.014762288234463588,0.0008183579172458246
scGPT,snrna,42,1359,800,0.9646539027982327,0.4873767,0.5015636,0.000034133952754793476,0.01645260016103111,-0.000053023525772932614,0.000034133952754793476,0.01645260016103111,-0.000053023525772932614
scGPT,snrna,42,1359,1200,0.9499263622974963,0.49526158,0.50414056,0.0006727671601767263,0.011007021891417295,-0.002166898648679932,0.0006727671601767263,0.011007021891417295,-0.002166898648679932
scGPT,snrna,42,1359,1600,0.9720176730486009,0.49744377,0.50185174,-0.0023547338006057257,0.014934201379718591,0.00015156127132914785,-0.0023547338006057257,0.014934201379718591,0.00015156127132914785
scGPT,snrna,42,1359,2000,0.9749631811487481,0.49426582,0.5038029,0.0014479063263636049,0.012307754822776244,-0.002681598599247374,0.0014479063263636049,0.012307754822776244,-0.002681598599247374
scGPT,snrna,43,1359,400,0.96759941089838,0.49665862,0.5023549,-0.00005175754158385411,0.010819559955527167,-0.003997978796560001,-0.00005175754158385411,0.010819559955527167,-0.003997978796560001
scGPT,snrna,43,1359,800,0.9366715758468336,0.4903917,0.5024987,-0.0044097360880225355,0.013333113768418541,0.00025622480504330756,-0.0044097360880225355,0.013333113768418541,0.00025622480504330756
scGPT,snrna,43,1359,1200,0.9690721649484536,0.49209023,0.50081724,-0.0037694318788344225,0.013967333972348872,0.00010396289016350155,-0.0037694318788344225,0.013967333972348872,0.00010396289016350155
scGPT,snrna,43,1359,1600,0.96759941089838,0.49143076,0.5033511,0.0004583563270849376,0.015211783514589891,0.0003064188663107604,0.0004583563270849376,0.015211783514589891,0.0003064188663107604
scGPT,snrna,43,1359,2000,0.9631811487481591,0.48620152,0.501868,0.00001044621311410327,0.01564301085926514,-0.00010868013321654952,0.00001044621311410327,0.01564301085926514,-0.00010868013321654952
scGPT,snrna,44,1359,400,0.9513991163475699,0.49263614,0.5029812,-0.0005710489498055821,0.014569918380601505,-0.0005588594757780682,-0.0005710489498055821,0.014569918380601505,-0.0005588594757780682
scGPT,snrna,44,1359,800,0.9631811487481591,0.4866857,0.5017392,-0.0017966499602466838,0.013369587074021258,-0.0013614770540147664,-0.0017966499602466838,0.013369587074021258,-0.0013614770540147664
scGPT,snrna,44,1359,1200,0.96759941089838,0.48870197,0.5021833,-0.0032015523227897718,0.01047070632578611,-0.0044027614513086405,-0.0032015523227897718,0.01047070632578611,-0.0044027614513086405
scGPT,snrna,44,1359,1600,0.9646539027982327,0.49434257,0.50231475,0.0001728418160779524,0.010594788854773492,-0.004220290130629912,0.0001728418160779524,0.010594788854773492,-0.004220290130629912
scGPT,snrna,44,1359,2000,0.9455081001472754,0.49316353,0.50219774,-0.001245046905093081,0.013762239000345752,-0.0002702789553627714,-0.001245046905093081,0.013762239000345752,-0.0002702789553627714
scGPT,snrna,45,1359,400,0.9734904270986745,0.48815066,0.5030569,-0.00377381501340221,0.015318624744604074,0.00033568533511702474,-0.00377381501340221,0.015318624744604074,0.00033568533511702474
scGPT,snrna,45,1359,800,0.9617083946980854,0.49415696,0.5025581,-0.0025113749896681988,0.018724166138494105,0.0030962543863494586,-0.0025113749896681988,0.018724166138494105,0.0030962543863494586
scGPT,snrna,45,1359,1200,0.9690721649484536,0.49177498,0.5024493,-0.0007110425161434218,0.012597395024046993,-0.002213100442629483,-0.0007110425161434218,0.012597395024046993,-0.002213100442629483
scGPT,snrna,45,1359,1600,0.9425625920471281,0.49320343,0.5014311,0.0022198657920445173,0.01790136869262523,0.003007091531356228,0.0022198657920445173,0.01790136869262523,0.003007091531356228
scGPT,snrna,45,1359,2000,0.9558173784977909,0.494554,0.5028251,-0.0010332595514754915,0.014023996066834112,-0.001672846689340394,-0.0010332595514754915,0.014023996066834112,-0.001672846689340394
scGPT,snrna,46,1359,400,0.9631811487481591,0.49335423,0.5043767,-0.0002942517115522168,0.012562063292097282,0.0004927346762263597,-0.0002942517115522168,0.012562063292097282,0.0004927346762263597
scGPT,snrna,46,1359,800,0.9631811487481591,0.4957869,0.5031551,0.003769589160790178,0.016281410024243662,0.00147614572717284,0.003769589160790178,0.016281410024243662,0.00147614572717284
scGPT,snrna,46,1359,1200,0.9617083946980854,0.48605216,0.50218254,-0.003214922867733795,0.01004948819255211,-0.005941071865897101,-0.003214922867733795,0.01004948819255211,-0.005941071865897101
scGPT,snrna,46,1359,1600,0.9661266568483063,0.4873118,0.50254273,-0.000448382767730313,0.01658501105406888,0.00017475995172058377,-0.000448382767730313,0.01658501105406888,0.00017475995172058377
scGPT,snrna,46,1359,2000,0.9513991163475699,0.49586755,0.5031096,-0.001573068299825051,0.009222654054165412,-0.0038205547772401744,-0.001573068299825051,0.009222654054165412,-0.0038205547772401744
scGPT,snrna,42,680,400,0.9602356406480118,0.4868389,0.5014041,-0.0020406804932041616,0.013277934288528526,-0.0015337809623594827,-0.0020406804932041616,0.013277934288528526,-0.0015337809623594827
scGPT,snrna,42,680,800,0.9572901325478645,0.4873673,0.5035562,0.0016297344674274011,0.015093209113149693,0.0021386872799509836,0.0016297344674274011,0.015093209113149693,0.0021386872799509836
scGPT,snrna,42,680,1200,0.9617083946980854,0.492234,0.50323814,-0.004531096788594049,0.014081668763838977,-0.0016976805148754715,-0.004531096788594049,0.014081668763838977,-0.0016976805148754715
scGPT,snrna,42,680,1600,0.9602356406480118,0.49435505,0.5030865,0.002518306423893501,0.021105399310089108,0.007198965957896531,0.002518306423893501,0.021105399310089108,0.007198965957896531
scGPT,snrna,42,680,2000,0.9587628865979382,0.49088585,0.5023312,-0.0015438221689189453,0.01815993591429712,0.003350436881025058,-0.0015438221689189453,0.01815993591429712,0.003350436881025058
scGPT,snrna,43,680,400,0.9617083946980854,0.48997182,0.50162214,0.0026211371577871956,0.012322849407185827,-0.001913389540355548,0.0026211371577871956,0.012322849407185827,-0.001913389540355548
scGPT,snrna,43,680,800,0.9617083946980854,0.4928893,0.5020749,0.0016134921405158876,0.012896366492373204,-0.0018996741206330813,0.0016134921405158876,0.012896366492373204,-0.0018996741206330813
scGPT,snrna,43,680,1200,0.9440353460972017,0.49270117,0.50077355,0.0016574812104168768,0.008849352276966002,-0.005492331127538017,0.0016574812104168768,0.008849352276966002,-0.005492331127538017
scGPT,snrna,43,680,1600,0.946980854197349,0.49318725,0.5016363,0.00009023444962690503,0.014463892176643475,-0.0005040881934921057,0.00009023444962690503,0.014463892176643475,-0.0005040881934921057
scGPT,snrna,43,680,2000,0.9705449189985272,0.4936911,0.50295943,-0.0013377864338317167,0.012727428444343806,-0.001143376186008377,-0.0013377864338317167,0.012727428444343806,-0.001143376186008377
scGPT,snrna,44,680,400,0.9558173784977909,0.49583086,0.5037043,-0.00078784332155853,0.014176461292233189,0.0021799580551295056,-0.00078784332155853,0.014176461292233189,0.0021799580551295056
scGPT,snrna,44,680,800,0.9455081001472754,0.4941118,0.50360787,-0.0009603165118744985,0.014150079712938246,-0.001531375669382852,-0.0009603165118744985,0.014150079712938246,-0.001531375669382852
scGPT,snrna,44,680,1200,0.946980854197349,0.49308965,0.502231,0.0010705079891193538,0.013260787566184347,0.00019322648320402178,0.0010705079891193538,0.013260787566184347,0.00019322648320402178
scGPT,snrna,44,680,1600,0.946980854197349,0.49206936,0.5018254,0.0030308119126788726,0.020672761960617042,0.004172646047434875,0.0030308119126788726,0.020672761960617042,0.004172646047434875
scGPT,snrna,44,680,2000,0.9705449189985272,0.48871952,0.5040575,0.00050901752886506,0.014950893134114277,0.00013808185302908253,0.00050901752886506,0.014950893134114277,0.00013808185302908253
scGPT,snrna,45,680,400,0.9602356406480118,0.48984742,0.5014706,0.00017333514076188172,0.009023517925880799,-0.004100963636892341,0.00017333514076188172,0.009023517925880799,-0.004100963636892341
scGPT,snrna,45,680,800,0.9705449189985272,0.49410638,0.50302947,0.0001287988791282351,0.01383221304819538,0.0008422197847880744,0.0001287988791282351,0.01383221304819538,0.0008422197847880744
scGPT,snrna,45,680,1200,0.9513991163475699,0.4968501,0.5027741,-0.0023631290781684776,0.014225572040282982,0.0002365785008967729,-0.0023631290781684776,0.014225572040282982,0.0002365785008967729
scGPT,snrna,45,680,1600,0.9690721649484536,0.49505624,0.50159395,-0.0011765522079569036,0.01192844020766817,-0.0038421843517228486,-0.0011765522079569036,0.01192844020766817,-0.0038421843517228486
scGPT,snrna,45,680,2000,0.9558173784977909,0.49548748,0.503429,-0.003349154394959839,0.012790351907470283,-0.0010823385983700796,-0.003349154394959839,0.012790351907470283,-0.0010823385983700796
scGPT,snrna,46,680,400,0.9528718703976435,0.49362648,0.50242305,0.00044154941248180285,0.014119117434602318,-0.000702265375313261,0.00044154941248180285,0.014119117434602318,-0.000702265375313261
scGPT,snrna,46,680,800,0.9631811487481591,0.4963543,0.5029133,0.0008221562427592236,0.015635151519703214,0.0009619500569458077,0.0008221562427592236,0.015635151519703214,0.0009619500569458077
scGPT,snrna,46,680,1200,0.9499263622974963,0.49041831,0.50161445,-0.000934630924088511,0.01625867664304978,0.0015903871321913002,-0.000934630924088511,0.01625867664304978,0.0015903871321913002
scGPT,snrna,46,680,1600,0.9543446244477173,0.49055257,0.5024437,-0.0002589733468380905,0.015900137527087098,0.00029502518448234214,-0.0002589733468380905,0.015900137527087098,0.00029502518448234214
scGPT,snrna,46,680,2000,0.9572901325478645,0.49433377,0.503616,0.0005092606104243766,0.015100264749781968,-0.0005814392597576608,0.0005092606104243766,0.015100264749781968,-0.0005814392597576608
