n_feat,trn_grad,trn_data,Method,Capability,fname,weighted_f1,macro_f1,micro_f1,auroc,auprc,accuracy,weighted_precision,weighted_recall,seed,seed_num,task,split,path
2000,4,sc_rna_annotated_minmi0.1_top2000_half,DeepTAN,Labelling,preds+seed_46+multitask+tst.pkl,0.5306589587707491,0.24641882785512403,0.5228276877761414,0.5058638752721946,0.5503036543429594,0.5228276877761414,0.5690889422402822,0.5228276877761414,seed_46,46,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_half/preds+seed_46+multitask+tst.pkl
2000,4,sc_rna_annotated_minmi0.1_top2000_half,DeepTAN,Labelling,preds+seed_44+multitask+tst.pkl,0.5372387002938247,0.263363439163873,0.524300441826215,0.5256342899086688,0.5619250603654621,0.524300441826215,0.5531498968929288,0.524300441826215,seed_44,44,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_half/preds+seed_44+multitask+tst.pkl
2000,4,sc_rna_annotated_minmi0.1_top2000_half,DeepTAN,Labelling,preds+seed_45+multitask+tst.pkl,0.5396488865449593,0.2681798270178583,0.524300441826215,0.5071109012205538,0.5462935339640766,0.524300441826215,0.5595042185392369,0.524300441826215,seed_45,45,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_half/preds+seed_45+multitask+tst.pkl
2000,4,sc_rna_annotated_minmi0.1_top2000_half,DeepTAN,Labelling,preds+seed_43+multitask+tst.pkl,0.5101999391283539,0.24073621944025692,0.49337260677466865,0.49144354278230434,0.5361084038670778,0.49337260677466865,0.5351242176843417,0.49337260677466865,seed_43,43,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_half/preds+seed_43+multitask+tst.pkl
2000,1,sc_rna_annotated_minmi0.1_top2000_eighth,DeepTAN,Labelling,preds+seed_42+multitask+tst.pkl,0.4873038792625558,0.23830309293060298,0.4521354933726068,0.4936392092620113,0.5446932139836269,0.4521354933726068,0.5421616745996636,0.4521354933726068,seed_42,42,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_eighth/preds+seed_42+multitask+tst.pkl
2000,1,sc_rna_annotated_minmi0.1_top2000_eighth,DeepTAN,Labelling,preds+seed_46+multitask+tst.pkl,0.5550021936358022,0.2587868789054474,0.5493372606774669,0.5241405722327571,0.565142198176797,0.5493372606774669,0.5680594719086135,0.5493372606774669,seed_46,46,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_eighth/preds+seed_46+multitask+tst.pkl
2000,1,sc_rna_annotated_minmi0.1_top2000_eighth,DeepTAN,Labelling,preds+seed_44+multitask+tst.pkl,0.43761242086952407,0.2214054030331778,0.3873343151693667,0.5015684531382235,0.5438827620016112,0.3873343151693667,0.5409735447958692,0.3873343151693667,seed_44,44,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_eighth/preds+seed_44+multitask+tst.pkl
2000,1,sc_rna_annotated_minmi0.1_top2000_eighth,DeepTAN,Labelling,preds+seed_45+multitask+tst.pkl,0.414905426545323,0.22718707612742775,0.36524300441826213,0.5015181434430208,0.5419047134255698,0.36524300441826213,0.5543968242208689,0.36524300441826213,seed_45,45,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_eighth/preds+seed_45+multitask+tst.pkl
2000,1,sc_rna_annotated_minmi0.1_top2000_eighth,DeepTAN,Labelling,preds+seed_43+multitask+tst.pkl,0.4721947705594409,0.24246468171134028,0.4329896907216495,0.5024592798201185,0.539305037620319,0.4329896907216495,0.5411936164679267,0.4329896907216495,seed_43,43,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_eighth/preds+seed_43+multitask+tst.pkl
2000,2,sc_rna_annotated_minmi0.1_top2000_quarter,DeepTAN,Labelling,preds+seed_42+multitask+tst.pkl,0.5317249298674753,0.25303754074407103,0.5198821796759941,0.48821374034616133,0.541129688898166,0.5198821796759941,0.5451034898039135,0.5198821796759941,seed_42,42,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_quarter/preds+seed_42+multitask+tst.pkl
2000,2,sc_rna_annotated_minmi0.1_top2000_quarter,DeepTAN,Labelling,preds+seed_46+multitask+tst.pkl,0.4929175416405188,0.2573461163394546,0.46097201767304863,0.5234189688346612,0.5487307394653028,0.46097201767304863,0.5637481187863629,0.46097201767304863,seed_46,46,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_quarter/preds+seed_46+multitask+tst.pkl
2000,2,sc_rna_annotated_minmi0.1_top2000_quarter,DeepTAN,Labelling,preds+seed_44+multitask+tst.pkl,0.5514183130930054,0.26107242750976006,0.5537555228276878,0.5114831641679373,0.5510104575118542,0.5537555228276878,0.549871739818667,0.5537555228276878,seed_44,44,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_quarter/preds+seed_44+multitask+tst.pkl
2000,2,sc_rna_annotated_minmi0.1_top2000_quarter,DeepTAN,Labelling,preds+seed_45+multitask+tst.pkl,0.5459138372540434,0.2713063063063063,0.5331369661266568,0.5177647836806306,0.545715861034581,0.5331369661266568,0.562183363530006,0.5331369661266568,seed_45,45,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_quarter/preds+seed_45+multitask+tst.pkl
2000,2,sc_rna_annotated_minmi0.1_top2000_quarter,DeepTAN,Labelling,preds+seed_43+multitask+tst.pkl,0.291154574438816,0.17495094191522764,0.24889543446244478,0.4954842948666337,0.5394975932647613,0.24889543446244478,0.5558280431248476,0.24889543446244478,seed_43,43,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_quarter/preds+seed_43+multitask+tst.pkl
400,8,sc_rna_annotated_minmi0.1_top2000,DeepTAN,Labelling,preds+seed_42+multitask+tst.pkl,0.3249912501885346,0.1553274149905403,0.2974963181148748,0.491859067631717,0.5450747755424521,0.2974963181148748,0.5522203055376991,0.2974963181148748,seed_42,42,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000+top_400/preds+seed_42+multitask+tst.pkl
400,8,sc_rna_annotated_minmi0.1_top2000,DeepTAN,Labelling,preds+seed_46+multitask+tst.pkl,0.5117377549218499,0.22568595585156231,0.5022091310751104,0.4664021410726297,0.5268381873351976,0.5022091310751104,0.5298237119967936,0.5022091310751104,seed_46,46,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000+top_400/preds+seed_46+multitask+tst.pkl
400,8,sc_rna_annotated_minmi0.1_top2000,DeepTAN,Labelling,preds+seed_44+multitask+tst.pkl,0.5816780231236387,0.2065687121866897,0.7039764359351989,0.47932050598747794,0.5328714918029411,0.7039764359351989,0.49558282235202517,0.7039764359351989,seed_44,44,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000+top_400/preds+seed_44+multitask+tst.pkl
400,8,sc_rna_annotated_minmi0.1_top2000,DeepTAN,Labelling,preds+seed_45+multitask+tst.pkl,0.06231836033382425,0.08041666666666666,0.18851251840942562,0.520607544261528,0.5579736693841104,0.18851251840942562,0.3872839833073285,0.18851251840942562,seed_45,45,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000+top_400/preds+seed_45+multitask+tst.pkl
400,4,sc_rna_annotated_minmi0.1_top2000_half,DeepTAN,Labelling,preds+seed_42+multitask+tst.pkl,0.07745028567400924,0.1020505868887409,0.1723122238586156,0.5080454381660557,0.5456059476144546,0.1723122238586156,0.3557087548727172,0.1723122238586156,seed_42,42,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_half+top_400/preds+seed_42+multitask+tst.pkl
400,4,sc_rna_annotated_minmi0.1_top2000_half,DeepTAN,Labelling,preds+seed_46+multitask+tst.pkl,0.2326626100492139,0.1434905554838936,0.20029455081001474,0.451264809615925,0.5235214481448602,0.20029455081001474,0.49448430900585866,0.20029455081001474,seed_46,46,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_half+top_400/preds+seed_46+multitask+tst.pkl
400,4,sc_rna_annotated_minmi0.1_top2000_half,DeepTAN,Labelling,preds+seed_44+multitask+tst.pkl,0.47167196111919635,0.23938489174411334,0.4329896907216495,0.49266156141899753,0.5411767672169364,0.4329896907216495,0.5372649692531872,0.4329896907216495,seed_44,44,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_half+top_400/preds+seed_44+multitask+tst.pkl
400,4,sc_rna_annotated_minmi0.1_top2000_half,DeepTAN,Labelling,preds+seed_45+multitask+tst.pkl,0.41473138048597313,0.2433917433917434,0.37702503681885124,0.5347174087807696,0.5610910874944981,0.37702503681885124,0.5835752202146469,0.37702503681885124,seed_45,45,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_half+top_400/preds+seed_45+multitask+tst.pkl
1600,2,sc_rna_annotated_minmi0.1_top2000_quarter,DeepTAN,Labelling,preds+seed_42+multitask+tst.pkl,0.49332805754617065,0.24141890493194637,0.4639175257731959,0.4854075188698793,0.5366849164743199,0.4639175257731959,0.5415754619713902,0.4639175257731959,seed_42,42,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_quarter+top_1600/preds+seed_42+multitask+tst.pkl
1600,2,sc_rna_annotated_minmi0.1_top2000_quarter,DeepTAN,Labelling,preds+seed_46+multitask+tst.pkl,0.443530289337653,0.25410768153908625,0.41531664212076586,0.543332110831243,0.5733234951792898,0.41531664212076586,0.5974751003874825,0.41531664212076586,seed_46,46,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_quarter+top_1600/preds+seed_46+multitask+tst.pkl
1600,2,sc_rna_annotated_minmi0.1_top2000_quarter,DeepTAN,Labelling,preds+seed_44+multitask+tst.pkl,0.49815499072774766,0.23576552398160497,0.47569955817378495,0.5003507324208413,0.5488043329432011,0.47569955817378495,0.5330809308195408,0.47569955817378495,seed_44,44,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_quarter+top_1600/preds+seed_44+multitask+tst.pkl
1600,2,sc_rna_annotated_minmi0.1_top2000_quarter,DeepTAN,Labelling,preds+seed_45+multitask+tst.pkl,0.5033574496999429,0.27638402553078323,0.46686303387334316,0.5338409925796447,0.559594227198171,0.46686303387334316,0.5714919794707259,0.46686303387334316,seed_45,45,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_quarter+top_1600/preds+seed_45+multitask+tst.pkl
1600,2,sc_rna_annotated_minmi0.1_top2000_quarter,DeepTAN,Labelling,preds+seed_43+multitask+tst.pkl,0.20473159328977847,0.13891471759688814,0.19734904270986744,0.4955424569162695,0.54108545675818,0.19734904270986744,0.5591986072459956,0.19734904270986744,seed_43,43,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_quarter+top_1600/preds+seed_43+multitask+tst.pkl
1200,4,sc_rna_annotated_minmi0.1_top2000_half,DeepTAN,Labelling,preds+seed_42+multitask+tst.pkl,0.08000805011323105,0.10696877886798059,0.187039764359352,0.4985190300282229,0.5462594041823995,0.187039764359352,0.5224293958003352,0.187039764359352,seed_42,42,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_half+top_1200/preds+seed_42+multitask+tst.pkl
1200,4,sc_rna_annotated_minmi0.1_top2000_half,DeepTAN,Labelling,preds+seed_46+multitask+tst.pkl,0.2886646231149865,0.1525613899964096,0.25920471281296026,0.4976290021218698,0.5397473513340781,0.25920471281296026,0.5339850273502473,0.25920471281296026,seed_46,46,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_half+top_1200/preds+seed_46+multitask+tst.pkl
1200,4,sc_rna_annotated_minmi0.1_top2000_half,DeepTAN,Labelling,preds+seed_44+multitask+tst.pkl,0.4879881741098393,0.24196661855840718,0.4477172312223859,0.5052316410771737,0.5561614629361644,0.4477172312223859,0.5551355998268528,0.4477172312223859,seed_44,44,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_half+top_1200/preds+seed_44+multitask+tst.pkl
1200,4,sc_rna_annotated_minmi0.1_top2000_half,DeepTAN,Labelling,preds+seed_45+multitask+tst.pkl,0.4957179498146149,0.26968047326032635,0.4565537555228277,0.5365288111191416,0.5667976555433635,0.4565537555228277,0.5735649509692724,0.4565537555228277,seed_45,45,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_half+top_1200/preds+seed_45+multitask+tst.pkl
1200,4,sc_rna_annotated_minmi0.1_top2000_half,DeepTAN,Labelling,preds+seed_43+multitask+tst.pkl,0.47156867574764444,0.22499416190713672,0.4329896907216495,0.49684557797608697,0.541424669971663,0.4329896907216495,0.5282637424916441,0.4329896907216495,seed_43,43,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_half+top_1200/preds+seed_43+multitask+tst.pkl
800,1,sc_rna_annotated_minmi0.1_top2000_eighth,DeepTAN,Labelling,preds+seed_42+multitask+tst.pkl,0.4118223559669684,0.2123636003045614,0.36082474226804123,0.509365024467368,0.5557078904382818,0.36082474226804123,0.5347317736631185,0.36082474226804123,seed_42,42,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_eighth+top_800/preds+seed_42+multitask+tst.pkl
800,1,sc_rna_annotated_minmi0.1_top2000_eighth,DeepTAN,Labelling,preds+seed_46+multitask+tst.pkl,0.42406845265876525,0.22393153472794397,0.37260677466863035,0.5151840352264526,0.5616112151916136,0.37260677466863035,0.5466107126796905,0.37260677466863035,seed_46,46,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_eighth+top_800/preds+seed_46+multitask+tst.pkl
800,1,sc_rna_annotated_minmi0.1_top2000_eighth,DeepTAN,Labelling,preds+seed_44+multitask+tst.pkl,0.3987470173639673,0.20014387855946697,0.35346097201767307,0.4985818227633542,0.5543602398227888,0.35346097201767307,0.5402038519446216,0.35346097201767307,seed_44,44,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_eighth+top_800/preds+seed_44+multitask+tst.pkl
800,1,sc_rna_annotated_minmi0.1_top2000_eighth,DeepTAN,Labelling,preds+seed_45+multitask+tst.pkl,0.18620421165234585,0.1359132434079148,0.18556701030927836,0.4963543786665475,0.5280272964407472,0.18556701030927836,0.48141150306672015,0.18556701030927836,seed_45,45,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_eighth+top_800/preds+seed_45+multitask+tst.pkl
800,1,sc_rna_annotated_minmi0.1_top2000_eighth,DeepTAN,Labelling,preds+seed_43+multitask+tst.pkl,0.2584776584669858,0.17207449054137894,0.24300441826215022,0.4980191578305832,0.5522231839673478,0.24300441826215022,0.5906083748653083,0.24300441826215022,seed_43,43,multitask,tst,/mnt/hdd2/homext/wuch/xn2p/run/predict/deeptan/sc_rna_annotated_minmi0.1_top2000_eighth+top_800/preds+seed_43+multitask+tst.pkl
